date,year,month,country,arrivals
2001-05-01,2001,5,France,2570
2001-06-01,2001,6,France,2700
2001-07-01,2001,7,France,6750
2001-08-01,2001,8,France,4440
2001-09-01,2001,9,France,3300
2001-10-01,2001,10,France,4320
2001-11-01,2001,11,France,4630
2001-12-01,2001,12,France,5570
2002-01-01,2002,1,France,4040
2002-02-01,2002,2,France,4610
2002-03-01,2002,3,France,4170
2002-04-01,2002,4,France,4210
2002-05-01,2002,5,France,2710
2002-06-01,2002,6,France,3220
2002-07-01,2002,7,France,6030
2002-08-01,2002,8,France,4350
2002-09-01,2002,9,France,3050
2002-10-01,2002,10,France,3650
2002-11-01,2002,11,France,4140
2002-12-01,2002,12,France,5370
2003-01-01,2003,1,France,3810
2003-02-01,2003,2,France,4820
2003-03-01,2003,3,France,3440
2003-04-01,2003,4,France,3110
2003-05-01,2003,5,France,1770
2003-06-01,2003,6,France,2740
2003-07-01,2003,7,France,6290
2003-08-01,2003,8,France,4720
2003-09-01,2003,9,France,3750
2003-10-01,2003,10,France,4550
2003-11-01,2003,11,France,6740
2003-12-01,2003,12,France,5640
2004-01-01,2004,1,France,4710
2004-02-01,2004,2,France,5360
2004-03-01,2004,3,France,4670
2004-04-01,2004,4,France,4210
2004-05-01,2004,5,France,2640
2004-06-01,2004,6,France,4030
2004-07-01,2004,7,France,6900
2004-08-01,2004,8,France,5100
2004-09-01,2004,9,France,3920
2004-10-01,2004,10,France,4940
2004-11-01,2004,11,France,5320
2004-12-01,2004,12,France,6630
2005-01-01,2005,1,France,5270
2005-02-01,2005,2,France,5970
2005-03-01,2005,3,France,4650
2005-04-01,2005,4,France,4450
2005-05-01,2005,5,France,3020
2005-06-01,2005,6,France,3940
2005-07-01,2005,7,France,8750
2005-08-01,2005,8,France,5950
2005-09-01,2005,9,France,4370
2005-10-01,2005,10,France,5700
2005-11-01,2005,11,France,6190
2005-12-01,2005,12,France,7490
2006-01-01,2006,1,France,6050
2006-02-01,2006,2,France,6840
2006-03-01,2006,3,France,4770
2006-04-01,2006,4,France,4590
2006-05-01,2006,5,France,3030
2006-06-01,2006,6,France,4150
2006-07-01,2006,7,France,9020
2006-08-01,2006,8,France,6660
2006-09-01,2006,9,France,5080
2006-10-01,2006,10,France,5880
2006-11-01,2006,11,France,6330
2006-12-01,2006,12,France,7310
2007-01-01,2007,1,France,6480
2007-02-01,2007,2,France,6880
2007-03-01,2007,3,France,5800
2007-04-01,2007,4,France,4600
2007-05-01,2007,5,France,3470
2007-06-01,2007,6,France,4690
2007-07-01,2007,7,France,10340
2007-08-01,2007,8,France,6700
2007-09-01,2007,9,France,5650
2007-10-01,2007,10,France,6490
2007-11-01,2007,11,France,7890
2007-12-01,2007,12,France,8700
2008-01-01,2008,1,France,7810
2008-02-01,2008,2,France,8100
2008-03-01,2008,3,France,6510
2008-04-01,2008,4,France,6340
2008-05-01,2008,5,France,4030
2008-06-01,2008,6,France,5840
2008-07-01,2008,7,France,13960
2008-08-01,2008,8,France,7680
2008-09-01,2008,9,France,7100
2008-10-01,2008,10,France,7810
2008-11-01,2008,11,France,8250
2008-12-01,2008,12,France,10160
2009-01-01,2009,1,France,8260
2009-02-01,2009,2,France,9030
2009-03-01,2009,3,France,7270
2009-04-01,2009,4,France,6790
2009-05-01,2009,5,France,5230
2009-06-01,2009,6,France,6270
2009-07-01,2009,7,France,11360
2009-08-01,2009,8,France,8510
2009-09-01,2009,9,France,7540
2009-10-01,2009,10,France,9470
2009-11-01,2009,11,France,9940
2009-12-01,2009,12,France,12280
2010-01-01,2010,1,France,10600
2010-02-01,2010,2,France,10300
2010-03-01,2010,3,France,8120
2010-04-01,2010,4,France,6180
2010-05-01,2010,5,France,5600
2010-06-01,2010,6,France,6500
2010-07-01,2010,7,France,12400
2010-08-01,2010,8,France,8860
2010-09-01,2010,9,France,7970
2010-10-01,2010,10,France,10030
2010-11-01,2010,11,France,9140
2010-12-01,2010,12,France,11570
2011-01-01,2011,1,France,9610
2011-02-01,2011,2,France,10190
2011-03-01,2011,3,France,7680
2011-04-01,2011,4,France,6740
2011-05-01,2011,5,France,4900
2011-06-01,2011,6,France,5990
2011-07-01,2011,7,France,10940
2011-08-01,2011,8,France,8610
2011-09-01,2011,9,France,8540
2011-10-01,2011,10,France,10780
2011-11-01,2011,11,France,9260
2011-12-01,2011,12,France,12580
2012-01-01,2012,1,France,9860
2012-02-01,2012,2,France,10860
2012-03-01,2012,3,France,8150
2012-04-01,2012,4,France,7070
2012-05-01,2012,5,France,5490
2012-06-01,2012,6,France,6420
2012-07-01,2012,7,France,11690
2012-08-01,2012,8,France,8760
2012-09-01,2012,9,France,8380
2012-10-01,2012,10,France,10140
2012-11-01,2012,11,France,10530
2012-12-01,2012,12,France,13530
2013-01-01,2013,1,France,10510
2013-02-01,2013,2,France,10690
2013-03-01,2013,3,France,9240
2013-04-01,2013,4,France,7810
2013-05-01,2013,5,France,5900
2013-06-01,2013,6,France,6470
2013-07-01,2013,7,France,11490
2013-08-01,2013,8,France,8970
2013-09-01,2013,9,France,8810
2013-10-01,2013,10,France,10680
2013-11-01,2013,11,France,10740
2013-12-01,2013,12,France,13490
2014-01-01,2014,1,France,11110
2014-02-01,2014,2,France,12390
2014-03-01,2014,3,France,9300
2014-04-01,2014,4,France,7890
2014-05-01,2014,5,France,6830
2014-06-01,2014,6,France,7110
2014-07-01,2014,7,France,12730
2014-08-01,2014,8,France,9870
2014-09-01,2014,9,France,9070
2014-10-01,2014,10,France,11360
2014-11-01,2014,11,France,11120
2014-12-01,2014,12,France,14740
2015-01-01,2015,1,France,11870
2015-02-01,2015,2,France,11790
2015-03-01,2015,3,France,10220
2015-04-01,2015,4,France,8190
2015-05-01,2015,5,France,6780
2015-06-01,2015,6,France,6730
2015-07-01,2015,7,France,12480
2015-08-01,2015,8,France,10130
2015-09-01,2015,9,France,9450
2015-10-01,2015,10,France,11150
2015-11-01,2015,11,France,10730
2015-12-01,2015,12,France,15180
2016-01-01,2016,1,France,12060
2016-02-01,2016,2,France,12850
2016-03-01,2016,3,France,10310
2016-04-01,2016,4,France,7710
2016-05-01,2016,5,France,6880
2016-06-01,2016,6,France,7350
2016-07-01,2016,7,France,13110
2016-08-01,2016,8,France,10320
2016-09-01,2016,9,France,9840
2016-10-01,2016,10,France,11550
2016-11-01,2016,11,France,10720
2016-12-01,2016,12,France,16400
2017-01-01,2017,1,France,12280
2017-02-01,2017,2,France,12920
2017-03-01,2017,3,France,10050
2017-04-01,2017,4,France,8160
2017-05-01,2017,5,France,6510
2017-06-01,2017,6,France,7330
2017-07-01,2017,7,France,13410
2017-08-01,2017,8,France,10000
2017-09-01,2017,9,France,10080
2017-10-01,2017,10,France,11620
2017-11-01,2017,11,France,11540
2017-12-01,2017,12,France,15720
2018-01-01,2018,1,France,12620
2018-02-01,2018,2,France,13190
2018-03-01,2018,3,France,11420
2018-04-01,2018,4,France,9830
2018-05-01,2018,5,France,7400
2018-06-01,2018,6,France,7640
2018-07-01,2018,7,France,13870
2018-08-01,2018,8,France,10900
2018-09-01,2018,9,France,11200
2018-10-01,2018,10,France,14000
2018-11-01,2018,11,France,13270
2018-12-01,2018,12,France,17260
2019-01-01,2019,1,France,14130
2019-02-01,2019,2,France,14280
2019-03-01,2019,3,France,11430
2019-04-01,2019,4,France,9170
2019-05-01,2019,5,France,8010
2019-06-01,2019,6,France,7880
2019-07-01,2019,7,France,14040
2019-08-01,2019,8,France,10950
2019-09-01,2019,9,France,10490
2019-10-01,2019,10,France,13310
2019-11-01,2019,11,France,13090
2019-12-01,2019,12,France,16950
2020-01-01,2020,1,France,12810
2020-02-01,2020,2,France,14320
2020-03-01,2020,3,France,7020
2020-04-01,2020,4,France,40
2020-05-01,2020,5,France,30
2020-06-01,2020,6,France,60
2020-07-01,2020,7,France,50
2020-08-01,2020,8,France,20
2020-09-01,2020,9,France,40
2020-10-01,2020,10,France,120
2020-11-01,2020,11,France,90
2020-12-01,2020,12,France,110
2021-01-01,2021,1,France,170
2021-02-01,2021,2,France,120
2021-03-01,2021,3,France,90
2021-04-01,2021,4,France,110
2021-05-01,2021,5,France,160
2021-06-01,2021,6,France,220
2021-07-01,2021,7,France,140
2021-08-01,2021,8,France,80
2021-09-01,2021,9,France,50
2021-10-01,2021,10,France,110
2021-11-01,2021,11,France,300
2021-12-01,2021,12,France,1430
2022-01-01,2022,1,France,1570
2022-02-01,2022,2,France,1980
2022-03-01,2022,3,France,2930
2022-04-01,2022,4,France,3410
2022-05-01,2022,5,France,2980
2022-06-01,2022,6,France,3040
2022-07-01,2022,7,France,5440
2022-08-01,2022,8,France,5500
2022-09-01,2022,9,France,6550
2022-10-01,2022,10,France,7870
2022-11-01,2022,11,France,8150
2022-12-01,2022,12,France,11100
2023-01-01,2023,1,France,7340
2023-02-01,2023,2,France,10980
2023-03-01,2023,3,France,10410
2023-04-01,2023,4,France,7610
2023-05-01,2023,5,France,6820
2023-06-01,2023,6,France,6940
2023-07-01,2023,7,France,9480
2023-08-01,2023,8,France,7950
2023-09-01,2023,9,France,10090
2023-10-01,2023,10,France,11290
2023-11-01,2023,11,France,11320
2023-12-01,2023,12,France,13930
2024-01-01,2024,1,France,11770
2024-02-01,2024,2,France,11870
2024-03-01,2024,3,France,11170
2024-04-01,2024,4,France,9530
2024-05-01,2024,5,France,8490
2024-06-01,2024,6,France,7210
2024-07-01,2024,7,France,9570
2024-08-01,2024,8,France,8520
2024-09-01,2024,9,France,10860
2024-10-01,2024,10,France,12110
2024-11-01,2024,11,France,11980
2024-12-01,2024,12,France,14780
2025-01-01,2025,1,France,12160
2025-02-01,2025,2,France,13370
2025-03-01,2025,3,France,11840
2025-04-01,2025,4,France,9900
2025-05-01,2025,5,France,8600
2025-06-01,2025,6,France,7610
2025-07-01,2025,7,France,12240
2025-08-01,2025,8,France,11230
2025-09-01,2025,9,France,13380
2025-10-01,2025,10,France,13700
2025-11-01,2025,11,France,13720
2025-12-01,2025,12,France,17550
2026-01-01,2026,1,France,15130
2026-02-01,2026,2,France,15340
1991-01-01,1991,1,Indonesia,3180
1991-02-01,1991,2,Indonesia,2590
1991-03-01,1991,3,Indonesia,2070
1991-04-01,1991,4,Indonesia,3770
1991-05-01,1991,5,Indonesia,1720
1991-06-01,1991,6,Indonesia,4100
1991-07-01,1991,7,Indonesia,3530
1991-08-01,1991,8,Indonesia,2210
1991-09-01,1991,9,Indonesia,2350
1991-10-01,1991,10,Indonesia,2560
1991-11-01,1991,11,Indonesia,2500
1991-12-01,1991,12,Indonesia,6410
1992-01-01,1992,1,Indonesia,3130
1992-02-01,1992,2,Indonesia,3460
1992-03-01,1992,3,Indonesia,2500
1992-04-01,1992,4,Indonesia,4460
1992-05-01,1992,5,Indonesia,2280
1992-06-01,1992,6,Indonesia,4060
1992-07-01,1992,7,Indonesia,4490
1992-08-01,1992,8,Indonesia,3270
1992-09-01,1992,9,Indonesia,2710
1992-10-01,1992,10,Indonesia,3330
1992-11-01,1992,11,Indonesia,2930
1992-12-01,1992,12,Indonesia,9230
1993-01-01,1993,1,Indonesia,4190
1993-02-01,1993,2,Indonesia,4310
1993-03-01,1993,3,Indonesia,7780
1993-04-01,1993,4,Indonesia,3890
1993-05-01,1993,5,Indonesia,3430
1993-06-01,1993,6,Indonesia,6760
1993-07-01,1993,7,Indonesia,6760
1993-08-01,1993,8,Indonesia,4490
1993-09-01,1993,9,Indonesia,4310
1993-10-01,1993,10,Indonesia,4680
1993-11-01,1993,11,Indonesia,5110
1993-12-01,1993,12,Indonesia,15840
1994-01-01,1994,1,Indonesia,6080
1994-02-01,1994,2,Indonesia,5790
1994-03-01,1994,3,Indonesia,14290
1994-04-01,1994,4,Indonesia,4980
1994-05-01,1994,5,Indonesia,5500
1994-06-01,1994,6,Indonesia,10340
1994-07-01,1994,7,Indonesia,10150
1994-08-01,1994,8,Indonesia,6800
1994-09-01,1994,9,Indonesia,6250
1994-10-01,1994,10,Indonesia,7920
1994-11-01,1994,11,Indonesia,7660
1994-12-01,1994,12,Indonesia,19950
1995-01-01,1995,1,Indonesia,8850
1995-02-01,1995,2,Indonesia,12140
1995-03-01,1995,3,Indonesia,15140
1995-04-01,1995,4,Indonesia,8080
1995-05-01,1995,5,Indonesia,7980
1995-06-01,1995,6,Indonesia,13300
1995-07-01,1995,7,Indonesia,13960
1995-08-01,1995,8,Indonesia,8500
1995-09-01,1995,9,Indonesia,7080
1995-10-01,1995,10,Indonesia,8810
1995-11-01,1995,11,Indonesia,9020
1995-12-01,1995,12,Indonesia,22090
1996-01-01,1996,1,Indonesia,9560
1996-02-01,1996,2,Indonesia,24640
1996-03-01,1996,3,Indonesia,8910
1996-04-01,1996,4,Indonesia,9060
1996-05-01,1996,5,Indonesia,7370
1996-06-01,1996,6,Indonesia,17260
1996-07-01,1996,7,Indonesia,15700
1996-08-01,1996,8,Indonesia,9480
1996-09-01,1996,9,Indonesia,8390
1996-10-01,1996,10,Indonesia,11400
1996-11-01,1996,11,Indonesia,9310
1996-12-01,1996,12,Indonesia,23360
1997-01-01,1997,1,Indonesia,10210
1997-02-01,1997,2,Indonesia,27890
1997-03-01,1997,3,Indonesia,10530
1997-04-01,1997,4,Indonesia,11060
1997-05-01,1997,5,Indonesia,8710
1997-06-01,1997,6,Indonesia,17200
1997-07-01,1997,7,Indonesia,22120
1997-08-01,1997,8,Indonesia,9350
1997-09-01,1997,9,Indonesia,8870
1997-10-01,1997,10,Indonesia,10770
1997-11-01,1997,11,Indonesia,10830
1997-12-01,1997,12,Indonesia,12840
1998-01-01,1998,1,Indonesia,10100
1998-02-01,1998,2,Indonesia,8230
1998-03-01,1998,3,Indonesia,4650
1998-04-01,1998,4,Indonesia,7650
1998-05-01,1998,5,Indonesia,8480
1998-06-01,1998,6,Indonesia,6150
1998-07-01,1998,7,Indonesia,8960
1998-08-01,1998,8,Indonesia,6460
1998-09-01,1998,9,Indonesia,6820
1998-10-01,1998,10,Indonesia,8210
1998-11-01,1998,11,Indonesia,6000
1998-12-01,1998,12,Indonesia,11330
1999-01-01,1999,1,Indonesia,13250
1999-02-01,1999,2,Indonesia,9060
1999-03-01,1999,3,Indonesia,7900
1999-04-01,1999,4,Indonesia,6660
1999-05-01,1999,5,Indonesia,10530
1999-06-01,1999,6,Indonesia,5250
1999-07-01,1999,7,Indonesia,9120
1999-08-01,1999,8,Indonesia,6030
1999-09-01,1999,9,Indonesia,5250
1999-10-01,1999,10,Indonesia,5370
1999-11-01,1999,11,Indonesia,3820
1999-12-01,1999,12,Indonesia,8750
2000-01-01,2000,1,Indonesia,10000
2000-02-01,2000,2,Indonesia,9380
2000-03-01,2000,3,Indonesia,6660
2000-04-01,2000,4,Indonesia,6520
2000-05-01,2000,5,Indonesia,4810
2000-06-01,2000,6,Indonesia,7420
2000-07-01,2000,7,Indonesia,10550
2000-08-01,2000,8,Indonesia,5100
2000-09-01,2000,9,Indonesia,6090
2000-10-01,2000,10,Indonesia,8360
2000-11-01,2000,11,Indonesia,5600
2000-12-01,2000,12,Indonesia,17620
2001-01-01,2001,1,Indonesia,7840
2001-02-01,2001,2,Indonesia,9660
2001-03-01,2001,3,Indonesia,8010
2001-04-01,2001,4,Indonesia,7970
2001-05-01,2001,5,Indonesia,4590
2001-06-01,2001,6,Indonesia,6880
2001-07-01,2001,7,Indonesia,10560
2001-08-01,2001,8,Indonesia,5270
2001-09-01,2001,9,Indonesia,5950
2001-10-01,2001,10,Indonesia,8380
2001-11-01,2001,11,Indonesia,4930
2001-12-01,2001,12,Indonesia,17840
2002-01-01,2002,1,Indonesia,6150
2002-02-01,2002,2,Indonesia,7810
2002-03-01,2002,3,Indonesia,8120
2002-04-01,2002,4,Indonesia,6410
2002-05-01,2002,5,Indonesia,5840
2002-06-01,2002,6,Indonesia,7400
2002-07-01,2002,7,Indonesia,10200
2002-08-01,2002,8,Indonesia,5700
2002-09-01,2002,9,Indonesia,6160
2002-10-01,2002,10,Indonesia,7470
2002-11-01,2002,11,Indonesia,5080
2002-12-01,2002,12,Indonesia,13090
2003-01-01,2003,1,Indonesia,5990
2003-02-01,2003,2,Indonesia,7810
2003-03-01,2003,3,Indonesia,6140
2003-04-01,2003,4,Indonesia,5390
2003-05-01,2003,5,Indonesia,5920
2003-06-01,2003,6,Indonesia,7920
2003-07-01,2003,7,Indonesia,9710
2003-08-01,2003,8,Indonesia,5940
2003-09-01,2003,9,Indonesia,6220
2003-10-01,2003,10,Indonesia,6440
2003-11-01,2003,11,Indonesia,10270
2003-12-01,2003,12,Indonesia,12520
2004-01-01,2004,1,Indonesia,6500
2004-02-01,2004,2,Indonesia,8290
2004-03-01,2004,3,Indonesia,6540
2004-04-01,2004,4,Indonesia,5790
2004-05-01,2004,5,Indonesia,5080
2004-06-01,2004,6,Indonesia,8210
2004-07-01,2004,7,Indonesia,9290
2004-08-01,2004,8,Indonesia,5680
2004-09-01,2004,9,Indonesia,5030
2004-10-01,2004,10,Indonesia,4810
2004-11-01,2004,11,Indonesia,8490
2004-12-01,2004,12,Indonesia,9920
2005-01-01,2005,1,Indonesia,5570
2005-02-01,2005,2,Indonesia,8160
2005-03-01,2005,3,Indonesia,6720
2005-04-01,2005,4,Indonesia,5650
2005-05-01,2005,5,Indonesia,4930
2005-06-01,2005,6,Indonesia,6970
2005-07-01,2005,7,Indonesia,8380
2005-08-01,2005,8,Indonesia,4640
2005-09-01,2005,9,Indonesia,5690
2005-10-01,2005,10,Indonesia,8830
2005-11-01,2005,11,Indonesia,6780
2005-12-01,2005,12,Indonesia,10370
2006-01-01,2006,1,Indonesia,5270
2006-02-01,2006,2,Indonesia,8240
2006-03-01,2006,3,Indonesia,6330
2006-04-01,2006,4,Indonesia,5330
2006-05-01,2006,5,Indonesia,4960
2006-06-01,2006,6,Indonesia,6260
2006-07-01,2006,7,Indonesia,7610
2006-08-01,2006,8,Indonesia,5370
2006-09-01,2006,9,Indonesia,5540
2006-10-01,2006,10,Indonesia,12480
2006-11-01,2006,11,Indonesia,5280
2006-12-01,2006,12,Indonesia,9800
2007-01-01,2007,1,Indonesia,5560
2007-02-01,2007,2,Indonesia,7250
2007-03-01,2007,3,Indonesia,6570
2007-04-01,2007,4,Indonesia,5610
2007-05-01,2007,5,Indonesia,5430
2007-06-01,2007,6,Indonesia,7660
2007-07-01,2007,7,Indonesia,9000
2007-08-01,2007,8,Indonesia,5890
2007-09-01,2007,9,Indonesia,6600
2007-10-01,2007,10,Indonesia,11830
2007-11-01,2007,11,Indonesia,6340
2007-12-01,2007,12,Indonesia,12170
2008-01-01,2008,1,Indonesia,6040
2008-02-01,2008,2,Indonesia,8250
2008-03-01,2008,3,Indonesia,8140
2008-04-01,2008,4,Indonesia,6060
2008-05-01,2008,5,Indonesia,5210
2008-06-01,2008,6,Indonesia,8910
2008-07-01,2008,7,Indonesia,8750
2008-08-01,2008,8,Indonesia,6690
2008-09-01,2008,9,Indonesia,10490
2008-10-01,2008,10,Indonesia,8720
2008-11-01,2008,11,Indonesia,5620
2008-12-01,2008,12,Indonesia,12090
2009-01-01,2009,1,Indonesia,5640
2009-02-01,2009,2,Indonesia,7910
2009-03-01,2009,3,Indonesia,6840
2009-04-01,2009,4,Indonesia,6480
2009-05-01,2009,5,Indonesia,6290
2009-06-01,2009,6,Indonesia,9880
2009-07-01,2009,7,Indonesia,10160
2009-08-01,2009,8,Indonesia,6450
2009-09-01,2009,9,Indonesia,15800
2009-10-01,2009,10,Indonesia,8890
2009-11-01,2009,11,Indonesia,6910
2009-12-01,2009,12,Indonesia,15940
2010-01-01,2010,1,Indonesia,6620
2010-02-01,2010,2,Indonesia,10060
2010-03-01,2010,3,Indonesia,9060
2010-04-01,2010,4,Indonesia,7760
2010-05-01,2010,5,Indonesia,7390
2010-06-01,2010,6,Indonesia,11430
2010-07-01,2010,7,Indonesia,11080
2010-08-01,2010,8,Indonesia,7270
2010-09-01,2010,9,Indonesia,18610
2010-10-01,2010,10,Indonesia,9010
2010-11-01,2010,11,Indonesia,7750
2010-12-01,2010,12,Indonesia,15840
2011-01-01,2011,1,Indonesia,6600
2011-02-01,2011,2,Indonesia,11560
2011-03-01,2011,3,Indonesia,10250
2011-04-01,2011,4,Indonesia,10130
2011-05-01,2011,5,Indonesia,8910
2011-06-01,2011,6,Indonesia,13140
2011-07-01,2011,7,Indonesia,11700
2011-08-01,2011,8,Indonesia,18450
2011-09-01,2011,9,Indonesia,10280
2011-10-01,2011,10,Indonesia,9660
2011-11-01,2011,11,Indonesia,8830
2011-12-01,2011,12,Indonesia,17420
2012-01-01,2012,1,Indonesia,7670
2012-02-01,2012,2,Indonesia,11510
2012-03-01,2012,3,Indonesia,12010
2012-04-01,2012,4,Indonesia,8730
2012-05-01,2012,5,Indonesia,7960
2012-06-01,2012,6,Indonesia,12800
2012-07-01,2012,7,Indonesia,11740
2012-08-01,2012,8,Indonesia,22030
2012-09-01,2012,9,Indonesia,10040
2012-10-01,2012,10,Indonesia,10690
2012-11-01,2012,11,Indonesia,9890
2012-12-01,2012,12,Indonesia,16790
2013-01-01,2013,1,Indonesia,7880
2013-02-01,2013,2,Indonesia,10370
2013-03-01,2013,3,Indonesia,10860
2013-04-01,2013,4,Indonesia,8550
2013-05-01,2013,5,Indonesia,8950
2013-06-01,2013,6,Indonesia,13790
2013-07-01,2013,7,Indonesia,11890
2013-08-01,2013,8,Indonesia,23920
2013-09-01,2013,9,Indonesia,10270
2013-10-01,2013,10,Indonesia,11380
2013-11-01,2013,11,Indonesia,10130
2013-12-01,2013,12,Indonesia,18800
2014-01-01,2014,1,Indonesia,8520
2014-02-01,2014,2,Indonesia,11380
2014-03-01,2014,3,Indonesia,11070
2014-04-01,2014,4,Indonesia,10150
2014-05-01,2014,5,Indonesia,11060
2014-06-01,2014,6,Indonesia,13920
2014-07-01,2014,7,Indonesia,25820
2014-08-01,2014,8,Indonesia,11290
2014-09-01,2014,9,Indonesia,11360
2014-10-01,2014,10,Indonesia,11750
2014-11-01,2014,11,Indonesia,10050
2014-12-01,2014,12,Indonesia,18630
2015-01-01,2015,1,Indonesia,8600
2015-02-01,2015,2,Indonesia,13470
2015-03-01,2015,3,Indonesia,12570
2015-04-01,2015,4,Indonesia,10720
2015-05-01,2015,5,Indonesia,9700
2015-06-01,2015,6,Indonesia,14370
2015-07-01,2015,7,Indonesia,26150
2015-08-01,2015,8,Indonesia,9680
2015-09-01,2015,9,Indonesia,9940
2015-10-01,2015,10,Indonesia,12520
2015-11-01,2015,11,Indonesia,11200
2015-12-01,2015,12,Indonesia,18610
2016-01-01,2016,1,Indonesia,8590
2016-02-01,2016,2,Indonesia,12150
2016-03-01,2016,3,Indonesia,12800
2016-04-01,2016,4,Indonesia,10570
2016-05-01,2016,5,Indonesia,10910
2016-06-01,2016,6,Indonesia,20100
2016-07-01,2016,7,Indonesia,27750
2016-08-01,2016,8,Indonesia,10570
2016-09-01,2016,9,Indonesia,13170
2016-10-01,2016,10,Indonesia,14900
2016-11-01,2016,11,Indonesia,12440
2016-12-01,2016,12,Indonesia,26650
2017-01-01,2017,1,Indonesia,9760
2017-02-01,2017,2,Indonesia,14310
2017-03-01,2017,3,Indonesia,13750
2017-04-01,2017,4,Indonesia,13760
2017-05-01,2017,5,Indonesia,11540
2017-06-01,2017,6,Indonesia,30890
2017-07-01,2017,7,Indonesia,19280
2017-08-01,2017,8,Indonesia,13590
2017-09-01,2017,9,Indonesia,14630
2017-10-01,2017,10,Indonesia,13960
2017-11-01,2017,11,Indonesia,14750
2017-12-01,2017,12,Indonesia,22570
2018-01-01,2018,1,Indonesia,9620
2018-02-01,2018,2,Indonesia,15070
2018-03-01,2018,3,Indonesia,16210
2018-04-01,2018,4,Indonesia,13200
2018-05-01,2018,5,Indonesia,13100
2018-06-01,2018,6,Indonesia,37680
2018-07-01,2018,7,Indonesia,18240
2018-08-01,2018,8,Indonesia,16350
2018-09-01,2018,9,Indonesia,14390
2018-10-01,2018,10,Indonesia,14740
2018-11-01,2018,11,Indonesia,14960
2018-12-01,2018,12,Indonesia,25350
2019-01-01,2019,1,Indonesia,10380
2019-02-01,2019,2,Indonesia,14990
2019-03-01,2019,3,Indonesia,16020
2019-04-01,2019,4,Indonesia,13470
2019-05-01,2019,5,Indonesia,22900
2019-06-01,2019,6,Indonesia,33050
2019-07-01,2019,7,Indonesia,20680
2019-08-01,2019,8,Indonesia,16940
2019-09-01,2019,9,Indonesia,15760
2019-10-01,2019,10,Indonesia,16310
2019-11-01,2019,11,Indonesia,15550
2019-12-01,2019,12,Indonesia,25680
2020-01-01,2020,1,Indonesia,9940
2020-02-01,2020,2,Indonesia,15970
2020-03-01,2020,3,Indonesia,7540
2020-04-01,2020,4,Indonesia,130
2020-05-01,2020,5,Indonesia,60
